activity_id,lead_id,channel,attempt_number,activity_date,response_received,response_type,meeting_booked
A006084,L0709,Cold Call,5,2024-09-14,No,No Response,No
A006085,L0710,Email,1,2024-09-16,No,No Response,No
A006086,L0710,LinkedIn,1,2024-09-29,No,No Response,No
A006087,L0710,Cold Call,1,2024-09-02,No,No Response,No
A006088,L0710,Email,2,2024-10-16,No,No Response,No
A006089,L0710,LinkedIn,2,2024-09-20,Yes,Interested,No
A006090,L0711,Email,1,2024-10-10,Yes,Interested,Yes
A006091,L0712,Email,1,2024-10-13,No,No Response,No
A006092,L0712,LinkedIn,1,2024-09-14,Yes,Not Now,No
A006093,L0713,Email,1,2024-10-29,No,No Response,No
A006094,L0713,LinkedIn,1,2024-09-07,No,No Response,No
A006095,L0713,Cold Call,1,2024-09-22,No,No Response,No
A006096,L0713,Email,2,2024-10-17,No,No Response,No
A006097,L0713,LinkedIn,2,2024-09-17,No,No Response,No
A006098,L0713,Cold Call,2,2024-09-07,No,No Response,No
A006099,L0713,Email,3,2024-10-02,No,No Response,No
A006100,L0713,LinkedIn,3,2024-10-10,No,No Response,No
A006101,L0713,Cold Call,3,2024-10-31,No,No Response,No
A006102,L0713,Email,4,2024-09-03,No,No Response,No
A006103,L0713,LinkedIn,4,2024-10-03,No,No Response,No
A006104,L0713,Cold Call,4,2024-09-20,No,No Response,No
A006105,L0713,Email,5,2024-10-10,No,No Response,No
A006106,L0713,LinkedIn,5,2024-10-01,No,No Response,No
A006107,L0713,Cold Call,5,2024-10-26,No,No Response,No
A006108,L0714,Email,1,2024-09-06,No,No Response,No
A006109,L0714,LinkedIn,1,2024-10-15,No,No Response,No
A006110,L0714,Cold Call,1,2024-09-10,No,No Response,No
A006111,L0714,Email,2,2024-10-14,No,No Response,No
A006112,L0714,LinkedIn,2,2024-10-02,No,No Response,No
A006113,L0714,Cold Call,2,2024-09-06,No,No Response,No
A006114,L0714,Email,3,2024-09-13,No,No Response,No
A006115,L0714,LinkedIn,3,2024-09-22,No,No Response,No
A006116,L0714,Cold Call,3,2024-09-19,No,No Response,No
A006117,L0714,Email,4,2024-10-07,No,No Response,No
A006118,L0714,LinkedIn,4,2024-09-12,No,No Response,No
A006119,L0714,Cold Call,4,2024-09-30,No,No Response,No
A006120,L0714,Email,5,2024-09-15,No,No Response,No
A006121,L0714,LinkedIn,5,2024-10-30,Yes,Interested,No
A006122,L0715,Email,1,2024-09-09,No,No Response,No
A006123,L0715,LinkedIn,1,2024-09-04,No,No Response,No
A006124,L0715,Cold Call,1,2024-10-02,No,No Response,No
A006125,L0715,Email,2,2024-09-17,Yes,Not Now,No
A006126,L0716,Email,1,2024-10-31,No,No Response,No
A006127,L0716,LinkedIn,1,2024-09-11,No,No Response,No
A006128,L0716,Cold Call,1,2024-09-18,No,No Response,No
A006129,L0716,Email,2,2024-09-28,Yes,Interested,No
A006130,L0717,Email,1,2024-09-09,No,No Response,No
A006131,L0717,LinkedIn,1,2024-10-12,No,No Response,No
A006132,L0717,Cold Call,1,2024-09-01,No,No Response,No
A006133,L0717,Email,2,2024-10-22,No,No Response,No
A006134,L0717,LinkedIn,2,2024-10-18,No,No Response,No
A006135,L0717,Cold Call,2,2024-09-15,No,No Response,No
A006136,L0717,Email,3,2024-10-06,No,No Response,No
A006137,L0717,LinkedIn,3,2024-09-15,Yes,Not Now,No
A006138,L0718,Email,1,2024-10-12,No,No Response,No
A006139,L0718,LinkedIn,1,2024-09-21,No,No Response,No
A006140,L0718,Cold Call,1,2024-10-26,No,No Response,No
A006141,L0718,Email,2,2024-09-14,No,No Response,No
A006142,L0718,LinkedIn,2,2024-10-10,No,No Response,No
A006143,L0718,Cold Call,2,2024-09-23,No,No Response,No
A006144,L0718,Email,3,2024-10-21,No,No Response,No
A006145,L0718,LinkedIn,3,2024-10-23,No,No Response,No
A006146,L0718,Cold Call,3,2024-10-01,No,No Response,No
A006147,L0718,Email,4,2024-09-21,No,No Response,No
A006148,L0718,LinkedIn,4,2024-09-12,No,No Response,No
A006149,L0718,Cold Call,4,2024-10-19,No,No Response,No
A006150,L0718,Email,5,2024-10-01,No,No Response,No
A006151,L0718,LinkedIn,5,2024-10-11,No,No Response,No
A006152,L0718,Cold Call,5,2024-10-24,No,No Response,No
A006153,L0719,Email,1,2024-09-10,No,No Response,No
A006154,L0719,LinkedIn,1,2024-09-16,No,No Response,No
A006155,L0719,Cold Call,1,2024-10-30,No,No Response,No
A006156,L0719,Email,2,2024-09-30,No,No Response,No
A006157,L0719,LinkedIn,2,2024-09-20,No,No Response,No
A006158,L0719,Cold Call,2,2024-09-04,No,No Response,No
A006159,L0719,Email,3,2024-10-25,No,No Response,No
A006160,L0719,LinkedIn,3,2024-10-30,No,No Response,No
A006161,L0719,Cold Call,3,2024-10-25,No,No Response,No
A006162,L0719,Email,4,2024-09-30,No,No Response,No
A006163,L0719,LinkedIn,4,2024-09-08,No,No Response,No
A006164,L0719,Cold Call,4,2024-09-24,No,No Response,No
A006165,L0719,Email,5,2024-10-19,No,No Response,No
A006166,L0719,LinkedIn,5,2024-10-08,No,No Response,No
A006167,L0719,Cold Call,5,2024-10-02,No,No Response,No
A006168,L0720,Email,1,2024-10-04,No,No Response,No
A006169,L0720,LinkedIn,1,2024-10-26,Yes,Not Now,No
A006170,L0721,Email,1,2024-10-14,No,No Response,No
A006171,L0721,LinkedIn,1,2024-09-07,No,No Response,No
A006172,L0721,Cold Call,1,2024-09-28,No,No Response,No
A006173,L0721,Email,2,2024-09-02,No,No Response,No
A006174,L0721,LinkedIn,2,2024-09-30,No,No Response,No
A006175,L0721,Cold Call,2,2024-10-13,No,No Response,No
A006176,L0721,Email,3,2024-09-10,No,No Response,No
A006177,L0721,LinkedIn,3,2024-09-06,No,No Response,No
A006178,L0721,Cold Call,3,2024-09-14,No,No Response,No
A006179,L0721,Email,4,2024-09-23,Yes,Interested,Yes
A006180,L0722,Email,1,2024-10-12,No,No Response,No
A006181,L0722,LinkedIn,1,2024-09-27,No,No Response,No
A006182,L0722,Cold Call,1,2024-09-30,No,No Response,No
A006183,L0722,Email,2,2024-10-17,No,No Response,No
A006184,L0722,LinkedIn,2,2024-09-07,Yes,Not Now,No
A006185,L0723,Email,1,2024-09-28,No,No Response,No
A006186,L0723,LinkedIn,1,2024-10-08,No,No Response,No
A006187,L0723,Cold Call,1,2024-10-30,No,No Response,No
A006188,L0723,Email,2,2024-09-26,Yes,Not Now,No
A006189,L0724,Email,1,2024-09-14,No,No Response,No
A006190,L0724,LinkedIn,1,2024-10-26,No,No Response,No
A006191,L0724,Cold Call,1,2024-10-25,No,No Response,No
A006192,L0724,Email,2,2024-09-30,No,No Response,No
A006193,L0724,LinkedIn,2,2024-10-21,No,No Response,No
A006194,L0724,Cold Call,2,2024-09-14,No,No Response,No
A006195,L0724,Email,3,2024-09-09,No,No Response,No
A006196,L0724,LinkedIn,3,2024-10-14,No,No Response,No
A006197,L0724,Cold Call,3,2024-09-14,No,No Response,No
A006198,L0724,Email,4,2024-10-26,No,No Response,No
A006199,L0724,LinkedIn,4,2024-10-18,No,No Response,No
A006200,L0724,Cold Call,4,2024-10-05,No,No Response,No
A006201,L0724,Email,5,2024-09-26,No,No Response,No
A006202,L0724,LinkedIn,5,2024-09-22,No,No Response,No
A006203,L0724,Cold Call,5,2024-09-26,No,No Response,No
A006204,L0725,Email,1,2024-09-25,No,No Response,No
A006205,L0725,LinkedIn,1,2024-10-23,No,No Response,No
A006206,L0725,Cold Call,1,2024-09-21,No,No Response,No
A006207,L0725,Email,2,2024-10-16,No,No Response,No
A006208,L0725,LinkedIn,2,2024-10-25,No,No Response,No
A006209,L0725,Cold Call,2,2024-09-28,No,No Response,No
A006210,L0725,Email,3,2024-10-31,No,No Response,No
A006211,L0725,LinkedIn,3,2024-09-29,No,No Response,No
A006212,L0725,Cold Call,3,2024-09-03,No,No Response,No
A006213,L0725,Email,4,2024-10-25,No,No Response,No
A006214,L0725,LinkedIn,4,2024-10-19,No,No Response,No
A006215,L0725,Cold Call,4,2024-09-19,No,No Response,No
A006216,L0725,Email,5,2024-09-21,No,No Response,No
A006217,L0725,LinkedIn,5,2024-09-05,No,No Response,No
A006218,L0725,Cold Call,5,2024-10-03,No,No Response,No
A006219,L0726,Email,1,2024-10-04,No,No Response,No
A006220,L0726,LinkedIn,1,2024-09-06,No,No Response,No
A006221,L0726,Cold Call,1,2024-10-20,No,No Response,No
A006222,L0726,Email,2,2024-09-10,No,No Response,No
A006223,L0726,LinkedIn,2,2024-10-26,No,No Response,No
A006224,L0726,Cold Call,2,2024-09-22,No,No Response,No
A006225,L0726,Email,3,2024-10-19,No,No Response,No
A006226,L0726,LinkedIn,3,2024-10-29,No,No Response,No
A006227,L0726,Cold Call,3,2024-10-16,No,No Response,No
A006228,L0726,Email,4,2024-09-12,No,No Response,No
A006229,L0726,LinkedIn,4,2024-10-12,No,No Response,No
A006230,L0726,Cold Call,4,2024-10-19,No,No Response,No
A006231,L0726,Email,5,2024-10-09,No,No Response,No
A006232,L0726,LinkedIn,5,2024-10-29,No,No Response,No
A006233,L0726,Cold Call,5,2024-09-05,No,No Response,No
A006234,L0727,Email,1,2024-09-04,No,No Response,No
A006235,L0727,LinkedIn,1,2024-09-16,No,No Response,No
A006236,L0727,Cold Call,1,2024-09-21,No,No Response,No
A006237,L0727,Email,2,2024-09-22,No,No Response,No
A006238,L0727,LinkedIn,2,2024-10-11,No,No Response,No
A006239,L0727,Cold Call,2,2024-10-23,No,No Response,No
A006240,L0727,Email,3,2024-09-02,No,No Response,No
A006241,L0727,LinkedIn,3,2024-10-28,No,No Response,No
A006242,L0727,Cold Call,3,2024-10-16,No,No Response,No
A006243,L0727,Email,4,2024-10-02,No,No Response,No
A006244,L0727,LinkedIn,4,2024-10-21,Yes,Interested,Yes
A006245,L0728,Email,1,2024-09-23,No,No Response,No
A006246,L0728,LinkedIn,1,2024-10-23,No,No Response,No
A006247,L0728,Cold Call,1,2024-10-22,No,No Response,No
A006248,L0728,Email,2,2024-10-23,No,No Response,No
A006249,L0728,LinkedIn,2,2024-09-08,No,No Response,No
A006250,L0728,Cold Call,2,2024-09-24,No,No Response,No
A006251,L0728,Email,3,2024-09-08,No,No Response,No
A006252,L0728,LinkedIn,3,2024-09-15,No,No Response,No
A006253,L0728,Cold Call,3,2024-10-31,No,No Response,No
A006254,L0728,Email,4,2024-10-03,No,No Response,No
A006255,L0728,LinkedIn,4,2024-10-28,No,No Response,No
A006256,L0728,Cold Call,4,2024-10-11,No,No Response,No
A006257,L0728,Email,5,2024-10-02,No,No Response,No
A006258,L0728,LinkedIn,5,2024-10-04,Yes,Interested,No
A006259,L0729,Email,1,2024-10-09,No,No Response,No
A006260,L0729,LinkedIn,1,2024-09-10,No,No Response,No
A006261,L0729,Cold Call,1,2024-09-07,No,No Response,No
A006262,L0729,Email,2,2024-10-31,No,No Response,No
A006263,L0729,LinkedIn,2,2024-10-28,No,No Response,No
A006264,L0729,Cold Call,2,2024-09-01,No,No Response,No
A006265,L0729,Email,3,2024-10-21,No,No Response,No
A006266,L0729,LinkedIn,3,2024-09-22,Yes,Interested,No
A006267,L0730,Email,1,2024-10-21,Yes,Interested,No
A006268,L0731,Email,1,2024-09-15,No,No Response,No
A006269,L0731,LinkedIn,1,2024-10-13,Yes,Not Now,No
A006270,L0732,Email,1,2024-09-30,No,No Response,No
A006271,L0732,LinkedIn,1,2024-09-30,No,No Response,No
A006272,L0732,Cold Call,1,2024-10-27,Yes,Not Now,No
A006273,L0733,Email,1,2024-10-25,No,No Response,No
A006274,L0733,LinkedIn,1,2024-09-28,No,No Response,No
A006275,L0733,Cold Call,1,2024-10-07,No,No Response,No
A006276,L0733,Email,2,2024-10-07,No,No Response,No
A006277,L0733,LinkedIn,2,2024-09-08,No,No Response,No
A006278,L0733,Cold Call,2,2024-09-09,No,No Response,No
A006279,L0733,Email,3,2024-10-09,No,No Response,No
A006280,L0733,LinkedIn,3,2024-09-18,No,No Response,No
A006281,L0733,Cold Call,3,2024-10-04,No,No Response,No
A006282,L0733,Email,4,2024-10-17,No,No Response,No
A006283,L0733,LinkedIn,4,2024-09-01,No,No Response,No
A006284,L0733,Cold Call,4,2024-10-01,No,No Response,No
A006285,L0733,Email,5,2024-10-13,No,No Response,No
A006286,L0733,LinkedIn,5,2024-10-18,No,No Response,No
A006287,L0733,Cold Call,5,2024-10-07,No,No Response,No
A006288,L0734,Email,1,2024-10-18,Yes,Not Now,No
A006289,L0735,Email,1,2024-09-25,No,No Response,No
A006290,L0735,LinkedIn,1,2024-10-06,No,No Response,No
A006291,L0735,Cold Call,1,2024-10-04,No,No Response,No
A006292,L0735,Email,2,2024-10-29,Yes,Not Now,No
A006293,L0736,Email,1,2024-10-23,No,No Response,No
A006294,L0736,LinkedIn,1,2024-10-01,Yes,Interested,No
A006295,L0737,Email,1,2024-09-23,No,No Response,No
A006296,L0737,LinkedIn,1,2024-09-23,No,No Response,No
A006297,L0737,Cold Call,1,2024-09-30,No,No Response,No
A006298,L0737,Email,2,2024-09-14,No,No Response,No
A006299,L0737,LinkedIn,2,2024-10-29,No,No Response,No
A006300,L0737,Cold Call,2,2024-09-04,No,No Response,No
A006301,L0737,Email,3,2024-09-01,No,No Response,No
A006302,L0737,LinkedIn,3,2024-09-06,No,No Response,No
A006303,L0737,Cold Call,3,2024-10-08,No,No Response,No
A006304,L0737,Email,4,2024-10-03,No,No Response,No
A006305,L0737,LinkedIn,4,2024-09-26,No,No Response,No
A006306,L0737,Cold Call,4,2024-09-28,Yes,Interested,No
A006307,L0738,Email,1,2024-09-18,Yes,Interested,Yes
A006308,L0739,Email,1,2024-09-17,No,No Response,No
A006309,L0739,LinkedIn,1,2024-09-16,No,No Response,No
A006310,L0739,Cold Call,1,2024-10-30,No,No Response,No
A006311,L0739,Email,2,2024-10-07,No,No Response,No
A006312,L0739,LinkedIn,2,2024-10-17,No,No Response,No
A006313,L0739,Cold Call,2,2024-10-20,No,No Response,No
A006314,L0739,Email,3,2024-10-20,No,No Response,No
A006315,L0739,LinkedIn,3,2024-09-11,No,No Response,No
A006316,L0739,Cold Call,3,2024-10-29,No,No Response,No
A006317,L0739,Email,4,2024-09-03,No,No Response,No
A006318,L0739,LinkedIn,4,2024-09-23,Yes,Interested,No
A006319,L0740,Email,1,2024-10-07,No,No Response,No
A006320,L0740,LinkedIn,1,2024-10-05,No,No Response,No
A006321,L0740,Cold Call,1,2024-09-21,No,No Response,No
A006322,L0740,Email,2,2024-10-14,No,No Response,No
A006323,L0740,LinkedIn,2,2024-10-16,No,No Response,No
A006324,L0740,Cold Call,2,2024-09-01,No,No Response,No
A006325,L0740,Email,3,2024-09-05,No,No Response,No
A006326,L0740,LinkedIn,3,2024-09-07,No,No Response,No
A006327,L0740,Cold Call,3,2024-10-06,No,No Response,No
A006328,L0740,Email,4,2024-10-19,No,No Response,No
A006329,L0740,LinkedIn,4,2024-09-25,No,No Response,No
A006330,L0740,Cold Call,4,2024-09-23,No,No Response,No
A006331,L0740,Email,5,2024-10-31,No,No Response,No
A006332,L0740,LinkedIn,5,2024-09-29,No,No Response,No
A006333,L0740,Cold Call,5,2024-10-08,No,No Response,No
A006334,L0741,Email,1,2024-09-08,No,No Response,No
A006335,L0741,LinkedIn,1,2024-10-04,No,No Response,No
A006336,L0741,Cold Call,1,2024-10-06,No,No Response,No
A006337,L0741,Email,2,2024-09-05,No,No Response,No
A006338,L0741,LinkedIn,2,2024-09-22,No,No Response,No
A006339,L0741,Cold Call,2,2024-10-07,No,No Response,No
A006340,L0741,Email,3,2024-09-03,Yes,Interested,No
A006341,L0742,Email,1,2024-09-11,No,No Response,No
A006342,L0742,LinkedIn,1,2024-09-18,No,No Response,No
A006343,L0742,Cold Call,1,2024-09-03,Yes,Interested,Yes
A006344,L0743,Email,1,2024-10-22,No,No Response,No
A006345,L0743,LinkedIn,1,2024-10-13,No,No Response,No
A006346,L0743,Cold Call,1,2024-09-22,No,No Response,No
A006347,L0743,Email,2,2024-09-08,No,No Response,No
A006348,L0743,LinkedIn,2,2024-10-19,No,No Response,No
A006349,L0743,Cold Call,2,2024-09-13,No,No Response,No
A006350,L0743,Email,3,2024-10-20,No,No Response,No
A006351,L0743,LinkedIn,3,2024-09-06,Yes,Interested,No
A006352,L0744,Email,1,2024-09-20,No,No Response,No
A006353,L0744,LinkedIn,1,2024-09-21,No,No Response,No
A006354,L0744,Cold Call,1,2024-10-28,No,No Response,No
A006355,L0744,Email,2,2024-10-29,No,No Response,No
A006356,L0744,LinkedIn,2,2024-10-12,No,No Response,No
A006357,L0744,Cold Call,2,2024-09-25,No,No Response,No
A006358,L0744,Email,3,2024-10-29,No,No Response,No
A006359,L0744,LinkedIn,3,2024-10-05,No,No Response,No
A006360,L0744,Cold Call,3,2024-10-02,No,No Response,No
A006361,L0744,Email,4,2024-09-16,No,No Response,No
A006362,L0744,LinkedIn,4,2024-10-02,Yes,Interested,No
A006363,L0745,Email,1,2024-10-26,No,No Response,No
A006364,L0745,LinkedIn,1,2024-10-07,No,No Response,No
A006365,L0745,Cold Call,1,2024-09-27,No,No Response,No
A006366,L0745,Email,2,2024-09-15,No,No Response,No
A006367,L0745,LinkedIn,2,2024-10-16,No,No Response,No
A006368,L0745,Cold Call,2,2024-09-30,No,No Response,No
A006369,L0745,Email,3,2024-10-21,No,No Response,No
A006370,L0745,LinkedIn,3,2024-09-17,No,No Response,No
A006371,L0745,Cold Call,3,2024-10-31,No,No Response,No
A006372,L0745,Email,4,2024-10-16,No,No Response,No
A006373,L0745,LinkedIn,4,2024-10-28,Yes,Not Now,No
A006374,L0746,Email,1,2024-09-16,No,No Response,No
A006375,L0746,LinkedIn,1,2024-10-09,No,No Response,No
A006376,L0746,Cold Call,1,2024-09-21,No,No Response,No
A006377,L0746,Email,2,2024-09-17,Yes,Not Now,No
A006378,L0747,Email,1,2024-10-23,No,No Response,No
A006379,L0747,LinkedIn,1,2024-10-21,No,No Response,No
A006380,L0747,Cold Call,1,2024-09-25,No,No Response,No
A006381,L0747,Email,2,2024-09-19,Yes,Not Now,No
A006382,L0748,Email,1,2024-09-21,No,No Response,No
A006383,L0748,LinkedIn,1,2024-09-28,No,No Response,No
A006384,L0748,Cold Call,1,2024-10-07,No,No Response,No
A006385,L0748,Email,2,2024-09-26,No,No Response,No
A006386,L0748,LinkedIn,2,2024-09-13,Yes,Not Now,No
A006387,L0749,Email,1,2024-10-08,No,No Response,No
A006388,L0749,LinkedIn,1,2024-10-06,No,No Response,No
A006389,L0749,Cold Call,1,2024-10-10,No,No Response,No
A006390,L0749,Email,2,2024-09-04,No,No Response,No
A006391,L0749,LinkedIn,2,2024-10-26,No,No Response,No
A006392,L0749,Cold Call,2,2024-09-01,No,No Response,No
A006393,L0749,Email,3,2024-10-30,No,No Response,No
A006394,L0749,LinkedIn,3,2024-10-11,No,No Response,No
A006395,L0749,Cold Call,3,2024-10-01,No,No Response,No
A006396,L0749,Email,4,2024-09-23,No,No Response,No
A006397,L0749,LinkedIn,4,2024-09-04,No,No Response,No
A006398,L0749,Cold Call,4,2024-09-09,No,No Response,No
A006399,L0749,Email,5,2024-10-08,No,No Response,No
A006400,L0749,LinkedIn,5,2024-10-18,No,No Response,No
A006401,L0749,Cold Call,5,2024-10-23,No,No Response,No
A006402,L0750,Email,1,2024-09-11,No,No Response,No
A006403,L0750,LinkedIn,1,2024-10-02,No,No Response,No
A006404,L0750,Cold Call,1,2024-09-08,No,No Response,No
A006405,L0750,Email,2,2024-09-29,No,No Response,No
A006406,L0750,LinkedIn,2,2024-09-23,No,No Response,No
A006407,L0750,Cold Call,2,2024-10-02,No,No Response,No
A006408,L0750,Email,3,2024-09-28,No,No Response,No
A006409,L0750,LinkedIn,3,2024-09-21,No,No Response,No
A006410,L0750,Cold Call,3,2024-10-17,No,No Response,No
A006411,L0750,Email,4,2024-10-02,No,No Response,No
A006412,L0750,LinkedIn,4,2024-10-20,No,No Response,No
A006413,L0750,Cold Call,4,2024-09-30,No,No Response,No
A006414,L0750,Email,5,2024-10-14,No,No Response,No
A006415,L0750,LinkedIn,5,2024-10-18,No,No Response,No
A006416,L0750,Cold Call,5,2024-09-02,No,No Response,No
A006417,L0751,Email,1,2024-10-04,Yes,Interested,Yes
A006418,L0752,Email,1,2024-10-26,No,No Response,No
A006419,L0752,LinkedIn,1,2024-10-31,No,No Response,No
A006420,L0752,Cold Call,1,2024-10-05,No,No Response,No
A006421,L0752,Email,2,2024-09-01,No,No Response,No
A006422,L0752,LinkedIn,2,2024-09-19,No,No Response,No
A006423,L0752,Cold Call,2,2024-09-02,No,No Response,No
A006424,L0752,Email,3,2024-10-07,No,No Response,No
A006425,L0752,LinkedIn,3,2024-09-10,Yes,Interested,No
A006426,L0753,Email,1,2024-10-27,No,No Response,No
A006427,L0753,LinkedIn,1,2024-10-19,No,No Response,No
A006428,L0753,Cold Call,1,2024-09-28,No,No Response,No
A006429,L0753,Email,2,2024-09-09,No,No Response,No
A006430,L0753,LinkedIn,2,2024-10-15,No,No Response,No
A006431,L0753,Cold Call,2,2024-10-26,No,No Response,No
A006432,L0753,Email,3,2024-10-17,No,No Response,No
A006433,L0753,LinkedIn,3,2024-10-05,No,No Response,No
A006434,L0753,Cold Call,3,2024-10-18,No,No Response,No
A006435,L0753,Email,4,2024-10-31,No,No Response,No
A006436,L0753,LinkedIn,4,2024-09-05,No,No Response,No
A006437,L0753,Cold Call,4,2024-10-08,Yes,Interested,No
A006438,L0754,Email,1,2024-10-21,No,No Response,No
A006439,L0754,LinkedIn,1,2024-10-13,No,No Response,No
A006440,L0754,Cold Call,1,2024-10-15,No,No Response,No
A006441,L0754,Email,2,2024-10-06,No,No Response,No
A006442,L0754,LinkedIn,2,2024-10-26,No,No Response,No
A006443,L0754,Cold Call,2,2024-10-27,No,No Response,No
A006444,L0754,Email,3,2024-10-16,No,No Response,No
A006445,L0754,LinkedIn,3,2024-10-19,No,No Response,No
A006446,L0754,Cold Call,3,2024-10-23,No,No Response,No
A006447,L0754,Email,4,2024-09-28,No,No Response,No
A006448,L0754,LinkedIn,4,2024-09-09,No,No Response,No
A006449,L0754,Cold Call,4,2024-10-09,No,No Response,No
A006450,L0754,Email,5,2024-10-28,No,No Response,No
A006451,L0754,LinkedIn,5,2024-10-25,No,No Response,No
A006452,L0754,Cold Call,5,2024-10-23,No,No Response,No
A006453,L0755,Email,1,2024-10-21,Yes,Interested,No
A006454,L0756,Email,1,2024-10-20,No,No Response,No
A006455,L0756,LinkedIn,1,2024-09-21,No,No Response,No
A006456,L0756,Cold Call,1,2024-09-12,No,No Response,No
A006457,L0756,Email,2,2024-10-04,No,No Response,No
